약국명,주소,대표전화,행정구,시작(월),마감(월),시작(화),마감(화),시작(수),마감(수),시작(목),마감(목),시작(금),마감(금),시작(토),마감(토),시작(일),마감(일),시작(공휴일),마감(공휴일),일요일운영,공휴일운영,야간운영(월),야간운영(화),야간운영(수),야간운영(목),야간운영(금),야간운영(토),야간운영(일),야간운영(공휴일)
미소약국,서울특별시 노원구 노원로 452,02-930-2270,노원구,900,1900,800,1900,900,1900,800,1900,900,1900,900,1600,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소약국,서울특별시 성동구 왕십리로 271-1 1층 (행당동),02-2299-4041,성동구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소약국,서울특별시 광진구 면목로 126,02-3409-2744,광진구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소약국,서울특별시 강동구 구천면로 232,02-470-8941,강동구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1530,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소약국,서울특별시 서초구 서운로 39 1층 101호 (서초동 원진빌딩),02-3487-3454,서초구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
미소약국,서울특별시 송파구 오금로31길 11 (방이동),02-418-5090,송파구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
미소약국,서울특별시 관악구 남부순환로143나길 7 (신림동),02-853-9609,관악구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소약국,서울특별시 강서구 양천로 73,02-2664-2551,강서구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소어울림약국,서울특별시 성동구 독서당로40길 39 옥수 어울림 1층 211호 (옥수동),02-2291-1202,성동구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미소온누리약국,서울특별시 광진구 아차산로 373 원이빌딩 1층 (구의동),02-455-6813,광진구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1600,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
미소온누리약국,서울특별시 관악구 난곡로 295 1층 (신림동),02-838-8868,관악구,900,2200,900,2100,900,2100,900,2100,900,2100,900,2100,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
미소진약국,서울특별시 강동구 양재대로 1661 (명일동),02-428-3365,강동구,900,2030,900,1930,900,1930,900,1930,900,2030,900,1630,1000,2200,1000,2200,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
미소진약국,서울특별시 송파구 올림픽로 119 (잠실동),02-412-7380,송파구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미솔약국,서울특별시 영등포구 신길로 149,02-841-8577,영등포구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미아역온누리약국,서울특별시 강북구 도봉로 217 1층 (미아동),02-985-7703,강북구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1100,1600,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
미아팜약국,서울특별시 강북구 도봉로 65 1층 (미아동),02-988-2376,강북구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800,1100,1600,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
미약국,서울특별시 마포구 신촌로 174 102호 (대흥동),02-703-0400,마포구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1630,1100,1600,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
미양온누리약국,서울특별시 강북구 솔샘로 229-1 (미아동),02-988-8800,강북구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000,1000,1800,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
미주약국,서울특별시 강서구 양천로6길 28 상가동 108호 (방화동 도시개발12단지아파트),02-2665-7552,강서구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1800,2200,900,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
미즈약국,서울특별시 강서구 강서로47가길 12 1층 (내발산동),02-2661-2681,강서구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400,1800,2200,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
미즈정문약국,서울특별시 강서구 강서로 299 1층 (내발산동),02-2665-0302,강서구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1800,900,2000,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
미진약국,서울특별시 강남구 강남대로 390 B105호(역삼동미진프라자),02-566-1954,강남구,1000,2000,1000,2100,1000,2000,1000,2100,1000,2100,1000,1800,900,2000,900,2200,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
미소진약국,서울특별시 성동구 장터길 19,02-2233-1554,성동구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1500,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
민들레약국,서울특별시 강서구 공항대로 236 1층 101호 (마곡동),02-2661-5950,강서구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,900,2000,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민들레약국,서울특별시 은평구 응암로 179 1층 (응암동),02-376-8552,은평구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800,900,2000,900,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
민들레약국,서울특별시 동작구 보라매로 110 영등포농협 1층 (대방동),02-814-8275,동작구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1630,900,2000,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민생약국,서울특별시 강남구 언주로125길 6 (논현동),02-547-7903,강남구,830,2130,830,2130,830,2130,830,2130,830,2130,900,2100,900,2000,900,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
민성약국,서울특별시 성북구 종암로27길 13 101호 (종암동 도원프라자),02-927-6959,성북구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,900,2000,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민성약국,서울특별시 동대문구 한천로11길 32,02-2245-7948,동대문구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1300,900,2000,900,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
민약국,서울특별시 송파구 송파대로 345 1A동 3041호 (가락동 헬리오시티),02-400-3041,송파구,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,900,2000,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민약국,서울특별시 종로구 사직로12길 26,02-738-8816,종로구,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민온누리약국,서울특별시 송파구 오금로 551 208동 1층 111-1호 (거여동 e편한세상 송파 파크센트럴),02-406-8583,송파구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,900,2000,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민정약국,서울특별시 강북구 오패산로30길 41 (미아동),02-980-1244,강북구,900,2130,900,2130,900,2130,900,2130,900,2130,900,1900,900,2000,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
민제약국,서울특별시 성동구 마장로35길 76,02-2291-9130,성동구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,900,2000,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
민중약국,서울특별시 도봉구 덕릉로 235 (창동),02-992-6194,도봉구,800,2100,800,2100,800,2100,800,2100,800,2100,830,1800,900,2000,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
민트약국,서울특별시 강남구 강남대로 590 미혜빌딩 1층 (논현동),02-511-5002,강남구,930,2000,930,1930,930,1930,930,1930,930,2000,930,1700,900,2000,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
믿음메디칼약국,서울특별시 은평구 응암로 213 (응암동),02-303-0544,은평구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,900,2000,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
믿음약국,서울특별시 양천구 목동중앙북로7가길 61 103호 (목동 목동 RICH SQUARE),02-2646-5533,양천구,900,1930,900,1930,900,1930,900,1930,900,1930,930,1530,900,2000,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
믿음약국,서울특별시 구로구 고척로21나길 17 (개봉동),02-2060-7191,구로구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600,900,2000,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
믿음약국,서울특별시 중랑구 봉우재로43길 24 (상봉동),02-492-4818,중랑구,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100,900,2000,930,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
믿음약국,서울특별시 관악구 봉천로 534,02-888-2104,관악구,930,2230,930,2230,930,2230,930,2230,930,2230,930,2230,900,2000,930,2230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
믿음약국,서울특별시 송파구 중대로 24  (문정동 올림픽훼밀리타운),02-402-9433,송파구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1700,900,2000,930,2230,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
믿음약국,서울특별시 종로구 종로 335-1 명제빌딩 지하1층 (창신동),02-745-6678,종로구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,900,2000,930,2230,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
밀알약국,서울특별시 강북구 덕릉로 79 (수유동),02-998-7975,강북구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1430,900,2000,930,2230,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
바다약국,서울특별시 금천구 시흥대로 230 서평빌딩 3층 301호 (시흥동),02-6372-7000,금천구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1430,900,2000,930,2230,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
바다약국,서울특별시 구로구 구로중앙로 60 지하108 (구로동대림오페라타워),02-869-2485,구로구,900,1800,900,1800,1400,2100,900,1800,900,1800,900,1300,900,2000,930,2230,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
민약국,서울특별시 영등포구 가마산로69가길 12 3층 303호 (신길동),02-841-5645,영등포구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1500,900,2000,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
바다약국,서울특별시 동대문구 왕산로 189-1 (청량리동),02-957-1110,동대문구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600,1000,1600,1000,1600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바다약국,서울특별시 노원구 동일로 1361  (상계동 상계주공2단지아파트),070-4131-9314,노원구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1430,1000,1600,1000,1600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바다약국,서울특별시 마포구 월드컵북로 69 1층 (성산동),02-324-8476,마포구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1000,1600,1000,1600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
미성온누리약국,서울특별시 영등포구 도신로29길 28,02-846-5530,영등포구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500,1000,2100,1000,1600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
바다약국,서울특별시 서대문구 통일로 205-1 1층 (영천동),02-392-5310,서대문구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,1000,1600,1000,1600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바다의별약국,서울특별시 동작구 상도로 168 1층 (상도동),02-821-3130,동작구,900,2100,900,1900,900,2100,900,2100,900,2100,900,1600,1000,1600,1000,1600,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
바로드림약국,서울특별시 강동구 상일로12길 97 101호 (강일동),02-426-2956,강동구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1400,1000,1600,900,1400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
바로약국,서울특별시 종로구 종로 33 지하1층 137호 (청진동),02-2158-7900,종로구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1300,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바로약국,서울특별시 은평구 통일로 723-1 2층 (대조동 제일쇼핑),02-358-5755,은평구,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바로여기약국,서울특별시 강남구 논현로 526 1층 (역삼동),02-558-9572,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바로이약국,서울특별시 서초구 서초중앙로 230 1층 105호 (반포동),02-591-2788,서초구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바르다허약국,서울특별시 중랑구 망우로 305 지하1층 (상봉동),02-433-5953,중랑구,900,2000,900,2100,900,2000,900,2100,900,2000,900,1400,1000,1600,900,1400,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
바른굿모닝약국,서울특별시 구로구 경인로67길 23 101동 302호 (신도림동 신도림2차푸르지오),02-2636-8123,구로구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른메디칼약국,서울특별시 강동구 상암로 31 이에스타워 1층 (암사동),02-3426-5384,강동구,830,2200,830,2200,830,2200,830,2200,830,2200,830,2200,1000,1600,900,1400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
바른메디컬약국,서울특별시 영등포구 여의대방로 145 1층 (신길동 세인트빌딩),02-832-2341,영등포구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1500,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른삼성약국,서울특별시 송파구 백제고분로 126 오룡빌딩 101호 (잠실동),02-420-7601,송파구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1400,1000,1600,900,1400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른성심약국,서울특별시 중랑구 용마산로 503 1층 (망우동),02-2208-2787,중랑구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1000,1600,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른손약국,서울특별시 동대문구 휘경로 34 (휘경동),02-3295-4274,동대문구,900,2200,900,2200,900,2200,900,2200,900,2200,900,1900,1000,1600,900,1300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
바른손약국,서울특별시 노원구 공릉로59길 28,02-977-6400,노원구,830,1900,830,1900,830,1900,830,1900,830,1900,900,1300,800,2200,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
바른약국,서울특별시 구로구 구로중앙로 212 영삼빌딩 1층 101호 (구로동),02-2672-9042,구로구,830,2100,830,2100,830,2100,830,2100,830,2100,830,1800,800,2200,900,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
바른약국,서울특별시 동작구 상도로 153 1층 (상도동),02-816-2223,동작구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1400,800,2200,900,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
바른약국,서울특별시 강남구 도산대로 157 1층 (신사동),02-547-2744,강남구,1300,1700,1300,1700,1300,1700,1300,1700,1300,1700,900,1400,800,2200,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
바른약국,서울특별시 영등포구 선유로 138 롯데마트 양평점 지하1층 (양평동3가),02-2633-2267,영등포구,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
바른약국,서울특별시 강서구 양천로 556 강서메디칼센터 103호 (등촌동),02-3664-3215,강서구,850,1930,850,1930,850,1930,850,1930,850,1930,850,1530,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
바른약국,서울특별시 동대문구 사가정로 80 카운티에비뉴 121호 (답십리동),02-2249-9111,동대문구,830,1930,830,1930,830,1930,830,1930,830,1930,800,1800,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른약국,서울특별시 금천구 시흥대로153길 99 신평대일타운 106호 (가산동),02-853-2675,금천구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1830,1000,1500,1000,1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
바른약국,서울특별시 강북구 노해로 95-1,02-993-9663,강북구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1000,1500,1000,1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
바른약국,서울특별시 성동구 왕십리로 410 G동 204호 (하왕십리동 센트라스),02-2281-3200,성동구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1300,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른약국,서울특별시 서초구 서초중앙로 45 1층 102호 (서초동 서초레몬),02-6203-2699,서초구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른약국,서울특별시 송파구 올림픽로 145  (잠실동),02-3431-9930,송파구,900,1900,900,1900,900,1900,900,1900,900,1900,800,1400,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른약국,서울특별시 관악구 남부순환로 1714-1 (봉천동),02-884-2850,관악구,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,1000,1500,1000,1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
바른약국,서울특별시 은평구 통일로 842 범서빌딩 2층 (불광동),02-353-0830,은평구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바른온누리약국,서울특별시 서초구 방배로 108 1층 (방배동),070-8808-3000,서초구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1600,1000,1500,1000,1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
바른온누리약국,서울특별시 성북구 화랑로 76 112-1호 (하월곡동 코업스타클래스),02-942-4750,성북구,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1500,1000,1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
바름약국,서울특별시 동작구 흑석로 101 1층 (흑석동),02-827-0308,동작구,830,2000,830,2000,830,2000,830,2000,830,2000,1000,2100,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
바오로약국,서울특별시 동대문구 왕산로 225 미주상가 2층 203호 (청량리동),02-967-3761,동대문구,800,1830,800,1830,800,1830,800,1830,800,1830,800,1530,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바우약국,서울특별시 강북구 삼양로 509 (수유동),02-993-7536,강북구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1000,1500,1000,1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
바이엘약국,서울특별시 강북구 삼양로 420 (수유동),02-999-0267,강북구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300,1000,1500,1000,1500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바이엘약국,서울특별시 강서구 화곡로 110 (화곡동),02-2607-0217,강서구,900,2030,900,2030,900,2030,900,2030,900,2030,900,2000,1000,1500,1100,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
바이올렛약국,서울특별시 강남구 강남대로 334,02-3452-6007,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,2000,1000,1500,1100,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
박선영약국,서울특별시 강동구 고덕로 254 이화빌딩 (명일동),02-442-6332,강동구,900,1830,900,1900,900,1830,900,1830,900,1900,900,1500,1000,1500,1100,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
박순영온누리약국,서울특별시 송파구 마천로7길 6 오금대림아파트 117118호 (오금동),02-430-3371,송파구,930,2130,930,2130,930,2130,930,2130,930,2130,930,2130,1400,2000,1200,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
박애약국,서울특별시 금천구 시흥대로 471-1,02-855-9558,금천구,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,1200,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
박약국,서울특별시 양천구 목동중앙북로 10 (목동),02-2642-4949,양천구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700,900,2000,1200,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
반석온누리약국,서울특별시 관악구 관악로 195 A동 308호 (봉천동 관악위버폴리스),02-876-8838,관악구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,900,2000,1200,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
반석온누리약국,서울특별시 영등포구 영등포로 33 108호(양평동2가비즈타워),02-2632-9595,영등포구,800,2130,800,2130,800,2130,800,2130,800,2130,900,1900,900,2000,1200,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
